file_id,file_size,global_entropy,block_mean_entropy,block_std_entropy,block_entropy_range,byte_skewness,byte_kurtosis,ascii_ratio,digit_ratio,uppercase_ratio,lowercase_ratio,symbol_ratio,null_ratio,non_printable_ratio,byte_mean,byte_std,line_count,avg_line_length,empty_line_ratio,max_line_length,hist_bin_0,hist_bin_1,hist_bin_2,hist_bin_3,hist_bin_4,hist_bin_5,hist_bin_6,hist_bin_7,label
base64_asset_loader,3769,4.865639400451373,3.949484406263176,0.6526018004874239,1.895058083183777,-0.0874056888814701,-0.8602234065693941,0.9628548686654284,0.1326611833377553,0.3616343857787211,0.2892013796763067,0.0421862563014062,0.0,0.0371451313345715,70.97877421066596,28.6324282307339,70,51.84285714285714,0.1,80.0,0.0371451313345715,0.3040594322101353,0.3680021225789334,0.2907933138763597,0.0,0.0,0.0,0.0,1
base64_payload_stub,2920,5.087162856004129,4.689776567186686,0.2103738742013577,0.5211366950602612,-0.0735398630259182,-1.132145871168612,0.9664383561643836,0.0332191780821917,0.3684931506849315,0.2938356164383561,0.0441780821917808,0.0,0.0335616438356164,70.50205479452055,30.74830426146947,49,57.59183673469388,0.1428571428571428,109.0,0.0335616438356164,0.2825342465753425,0.3886986301369863,0.2952054794520548,0.0,0.0,0.0,0.0,1
benign_app_01,3155,4.404603004414832,4.315307761309614,0.1991238270741003,0.5406174655976015,-0.3483591729573282,-1.6412242191766042,0.9378763866877972,0.0098256735340729,0.0057052297939778,0.5385103011093503,0.0906497622820919,0.0,0.0621236133122028,75.68050713153724,38.2581934552889,98,30.193877551020407,0.173469387755102,102.0,0.0621236133122028,0.3600633914421553,0.0361331220285261,0.5416798732171156,0.0,0.0,0.0,0.0,0
benign_app_02,2929,4.368566126496678,4.273485257264737,0.1868779734951173,0.5530300372667014,-0.4152336003001827,-1.5951073380523666,0.9344486172755206,0.0020484807101399,0.0071696824854899,0.5541140320928645,0.091157391601229,0.0,0.0655513827244793,76.36087401843632,38.08279042627512,96,28.510416666666668,0.1979166666666666,76.0,0.0655513827244793,0.3414134516899966,0.0355069989757596,0.5575281666097645,0.0,0.0,0.0,0.0,0
benign_cli_01,1183,4.609236599142458,4.531722992263897,0.0998579655750558,0.1914253879381755,-0.5330250622163765,-1.4397932976347247,0.9306846999154692,0.0008453085376162,0.0033812341504649,0.588334742180896,0.1310228233305156,0.0,0.0693153000845308,78.85122569737955,37.71712365097235,41,26.853658536585368,0.2195121951219512,108.0,0.0693153000845308,0.3136094674556213,0.0219780219780219,0.5950972104818258,0.0,0.0,0.0,0.0,0
benign_cli_02,1278,4.626949805897504,4.531526549016779,0.065560640425359,0.1307776612126137,-0.6037315994226651,-1.3729628068993072,0.9389671361502347,0.0031298904538341,0.0023474178403755,0.6087636932707355,0.1298904538341158,0.0,0.0610328638497652,80.28873239436619,37.210861928985565,39,30.76923076923077,0.2051282051282051,95.0,0.0610328638497652,0.3035993740219092,0.0250391236306729,0.6103286384976526,0.0,0.0,0.0,0.0,0
benign_cli_03,1036,4.481242066370149,3.9274738276636736,0.8809648061504531,1.6245317076612458,-0.5896849815420613,-1.3948347659367764,0.9343629343629344,0.0009652509652509,0.0028957528957528,0.6042471042471043,0.1254826254826254,0.0,0.0656370656370656,80.25,37.76745358364858,34,28.47058823529412,0.2647058823529412,84.0,0.0656370656370656,0.3021235521235521,0.0241312741312741,0.6081081081081081,0.0,0.0,0.0,0.0,0
benign_config_01,2330,4.254902722198767,4.170043184567176,0.4345422934274359,1.079862235314747,0.1863577082629366,-1.686848708578789,0.9278969957081544,0.0137339055793991,0.0412017167381974,0.3789699570815451,0.1248927038626609,0.0,0.0721030042918454,64.98369098712446,37.967500108490185,84,25.73809523809524,0.0476190476190476,78.0,0.0721030042918454,0.4733905579399141,0.0660944206008583,0.388412017167382,0.0,0.0,0.0,0.0,0
benign_config_02,3012,4.275306130972523,4.112470860341069,0.5207431895250269,1.4444771218339474,0.492641892972772,-1.4222590979240877,0.9276228419654714,0.0607569721115537,0.0162682602921646,0.3114209827357238,0.1586985391766268,0.0,0.0723771580345285,59.632802124834,36.25589606833373,109,25.63302752293578,0.036697247706422,69.0,0.0723771580345285,0.5693891102257637,0.0335325365205843,0.3247011952191235,0.0,0.0,0.0,0.0,0
benign_config_03,2615,4.4300709296392125,4.246727914345417,0.4691447883716031,1.2740957692497434,0.0853387534878845,-1.7184365939456665,0.9273422562141492,0.0275334608030592,0.027151051625239,0.3992351816443594,0.1284894837476099,0.0,0.0726577437858508,66.9889101338432,38.17018687056428,95,25.526315789473685,0.0631578947368421,68.0,0.0726577437858508,0.4565965583173996,0.0630975143403441,0.4076481835564053,0.0,0.0,0.0,0.0,0
benign_inventory,2269,4.5476210902721,4.4402039589556175,0.3250133597615007,0.7954525747982855,-0.2549412354011045,-1.673600703128869,0.9277214631996474,0.0176289114147201,0.0180696342000881,0.50330542089026,0.1084178052005288,0.0,0.0722785368003525,73.54561480828559,38.33320160158131,82,25.67073170731708,0.2195121951219512,87.0,0.0722785368003525,0.373292199206699,0.0409872190392243,0.5134420449537241,0.0,0.0,0.0,0.0,0
benign_long_01,9487,4.974672880689669,4.682513532978289,0.2526956550804095,1.1988863057592116,-0.6404052718674005,-1.1198934632891178,0.9399177822283123,0.02498155370507,0.0464846632233582,0.5615052176662801,0.1427216190576578,0.0,0.0600822177716875,80.1548434700116,34.5466346056214,285,31.28771929824561,0.2491228070175438,86.0,0.0600822177716875,0.3034679034468219,0.0741014019184146,0.5623484768630758,0.0,0.0,0.0,0.0,0
benign_long_02,5912,4.561582980725403,4.379887186628962,0.2552950697783905,0.7837384184860592,-0.2296217323571815,-1.6788711664444318,0.933017591339648,0.0331529093369418,0.0077807848443843,0.4976319350473613,0.1001353179972936,0.0,0.0669824086603518,73.47784167794316,38.20418465976678,198,27.85858585858585,0.2121212121212121,89.0,0.0669824086603518,0.3871786197564276,0.0448240866035182,0.5010148849797023,0.0,0.0,0.0,0.0,0
benign_math_01,1158,4.574490395022893,4.437598302345359,0.0614290986687889,0.1195982486724114,-0.5724943613138584,-1.3908285148298056,0.9343696027633852,0.0172711571675302,0.0112262521588946,0.5932642487046632,0.0993091537132987,0.0,0.0656303972366148,78.72193436960276,36.83863499619071,38,28.473684210526315,0.1842105263157894,57.0,0.0656303972366148,0.3048359240069084,0.0328151986183074,0.5967184801381693,0.0,0.0,0.0,0.0,0
benign_math_02,1267,4.61130381029374,4.539497353469078,0.1125804887062549,0.214016869481612,-0.4900951369294913,-1.4817869332920095,0.930544593528019,0.0244672454617206,0.0015785319652722,0.5627466456195738,0.1010260457774269,0.0,0.069455406471981,77.88713496448302,37.57810976229329,44,26.795454545454547,0.1363636363636363,69.0,0.069455406471981,0.3251775848460931,0.0378847671665351,0.5674822415153907,0.0,0.0,0.0,0.0,0
benign_math_03,860,4.684884901254524,4.581811492373218,0.1936535533594946,0.2738674815627391,-0.8026352824875361,-1.0375285044194795,0.9255813953488372,0.0244186046511627,0.0046511627906976,0.6174418604651163,0.0860465116279069,0.0,0.0744186046511627,82.64186046511628,36.43154927511567,32,24.875,0.21875,64.0,0.0744186046511627,0.25,0.0511627906976744,0.6244186046511628,0.0,0.0,0.0,0.0,0
benign_math_04,1067,4.512016961267749,4.373393408322122,0.1477508654941464,0.2923012561961293,-0.3341708056909186,-1.626069252374935,0.9268978444236176,0.0178069353327085,0.0028116213683223,0.5023430178069354,0.1030927835051546,0.0,0.0731021555763823,74.5473289597001,37.98337770772449,39,25.35897435897436,0.1282051282051282,66.0,0.0731021555763823,0.3561387066541706,0.0684161199625117,0.5023430178069354,0.0,0.0,0.0,0.0,0
benign_math_05,966,4.618131390724777,4.566424995398362,0.0826650231489578,0.1169059968711421,-0.7652369937525122,-1.0894819392382546,0.9440993788819876,0.0175983436853002,0.005175983436853,0.6325051759834368,0.1014492753623188,0.0,0.0559006211180124,82.68012422360249,35.6755879554634,27,33.77777777777778,0.1851851851851851,83.0,0.0559006211180124,0.2701863354037267,0.0331262939958592,0.6407867494824017,0.0,0.0,0.0,0.0,0
benign_math_utils,1985,4.588474594923479,4.469572073492902,0.1590265435314247,0.3519270654508215,-0.2409647965933596,-1.691722262222163,0.9335012594458438,0.016624685138539,0.0136020151133501,0.5073047858942066,0.1214105793450881,0.0,0.0664987405541561,74.1234256926952,38.69343933028821,66,28.07575757575757,0.1818181818181818,67.0,0.0664987405541561,0.3818639798488665,0.0241813602015113,0.527455919395466,0.0,0.0,0.0,0.0,0
benign_text_01,1320,4.308200254473325,4.255323449387837,0.1491084228891486,0.2653197292244966,-0.2502332136878682,-1.7106505498927669,0.9272727272727272,0.0045454545454545,0.0022727272727272,0.5083333333333333,0.0909090909090909,0.0,0.0727272727272727,73.075,38.65027318692899,48,25.5,0.1666666666666666,70.0,0.0727272727272727,0.378030303030303,0.0393939393939393,0.5098484848484849,0.0,0.0,0.0,0.0,0
benign_text_02,1157,4.49235128269131,4.43805566319381,0.1656037769446705,0.2999207587409627,-0.3463140769635146,-1.6283127707517515,0.9256698357821952,0.006914433880726,0.003457216940363,0.5350043215211755,0.1132238547968885,0.0,0.0743301642178046,75.08729472774417,38.41267283178398,43,24.906976744186046,0.1162790697674418,60.0,0.0743301642178046,0.3535004321521175,0.0371650821089023,0.5350043215211755,0.0,0.0,0.0,0.0,0
benign_text_03,1199,4.652154533652594,4.53741924588754,0.0206623257996498,0.0384032274011802,-0.5984392285107751,-1.3741236020275849,0.9316096747289409,0.0041701417848206,0.0016680567139282,0.5888240200166805,0.0967472894078398,0.0,0.0683903252710592,80.03836530442035,37.73922013781559,41,27.24390243902439,0.1951219512195122,82.0,0.0683903252710592,0.2960800667222685,0.0433694745621351,0.5921601334445371,0.0,0.0,0.0,0.0,0
